Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197	2268	-12	-0.8	15	66197
2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295	2269	410	4.183673469387755	98	66295
2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374	2270	227	2.8734177215189876	79	66374
2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477	2271	607	5.893203883495145	103	66477
2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496	2272	-16	-0.8421052631578947	19	66496
2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518	2273	-19	-0.8636363636363636	22	66518
2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540	2274	-19	-0.8636363636363636	22	66540
2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597	2275	148	2.5964912280701755	57	66597
2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599	2276	-100	-50.0	2	66599
2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634	2277	170	4.857142857142857	35	66634
2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664	2278	-27	-0.9	30	66664
2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725	2279	144	2.360655737704918	61	66725
2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727	2280	-100	-50.0	2	66727
2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761	2281	-31	-0.9117647058823529	34	66761
2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835	2282	434	5.864864864864865	74	66835
2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863	2283	-25	-0.8928571428571429	28	66863
2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865	2284	-100	-50.0	2	66865
2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888	2285	81	3.5217391304347827	23	66888
2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918	2286	-27	-0.9	30	66918
2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964	2287	58	1.2608695652173914	46	66964
2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966	2288	-100	-50.0	2	66966
2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968	2289	-100	-50.0	2	66968
2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005	2290	67	1.8108108108108107	37	67005
2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054	2291	257	5.244897959183674	49	67054
2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079	2292	-22	-0.88	25	67079
2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105	2293	-23	-0.8846153846153846	26	67105
2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186	2294	326	4.0246913580246915	81	67186
2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188	2295	-100	-50.0	2	67188
2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242	2296	151	2.7962962962962963	54	67242
2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338	2297	412	4.291666666666667	96	67338
2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419	2298	225	2.7777777777777777	81	67419
2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506	2299	118	1.3563218390804597	87	67506
2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513	2300	-105	-15.0	7	67513
2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515	2301	-100	-50.0	2	67515
2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536	2302	-119	-5.666666666666667	21	67536
2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655	2303	288	2.4201680672268906	119	67655
2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788	2304	375	2.819548872180451	133	67788
2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909	2305	488	4.033057851239669	121	67909
2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934	2306	-22	-0.88	25	67934
2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972	2307	167	4.394736842105263	38	67972
2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980	2308	-106	-13.25	8	67980
2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982	2309	-100	-50.0	2	67982
